query_table,query_value,candidate_table,candidate_value
award_left,2006 grammy awards,award_right,54th annual grammy awards
enzyme_left,(r)-2-hydroxyacid dehydrogenase,enzyme_right,3beta-hydroxysteroid dehydrogenase
galaxy_left,ngc 7840,galaxy_right,ngc 6872
givenname_left,haruchika,givenname_right,harutyun
soccerclubseason_left,2006 australia national football team season,soccerclubseason_right,2013 australia national soccer team season
device_left,bl 5-inch howitzer,device_right,bl 5 inch howitzer
televisionstation_left,kztc-lp,televisionstation_right,kzno-lp
noble_left,"hesso, margrave of baden-baden",noble_right,margrave hermann of baden-baden
footballmatch_left,1981 all-ireland senior hurling championship final,footballmatch_right,2011 all-ireland minor hurling championship
tournament_left,1968 uefa european under-18 football championship,tournament_right,1968 uefa european under-18 championship
basketballteam_left,szolnoki olaj kk,basketballteam_right,kk olimpija
election_left,"luxembourgian legislative election, 2009",election_right,"luxembourg general election, 2009"
memberofparliament_left,john abel (australian politician),memberofparliament_right,john arthur (australian politician)
unitofwork_left,"missouri, kansas, & texas railway company of texas v. clay may",unitofwork_right,"missouri, kansas, & texas railway co. of texas v. may"
venue_left,peyia municipal stadium,venue_right,kyperounda municipal stadium
amphibian_left,peppered tree frog,amphibian_right,peppered tree frog
noble_left,princess sophia wilhelmina of saxe-coburg-saalfeld,noble_right,"sophia of saxe-weissenfels, princess of anhalt-zerbst"
historicbuilding_left,"st. anne's church, worksop",historicbuilding_right,st. anne's anglican church
soccerclubseason_left,2013 down senior football season,soccerclubseason_right,2011 down football season
politicalparty_left,romanian national party (moldova),politicalparty_right,liberal party of moldova
noble_left,aleksander ostrogski,noble_right,oleksander ostrogski
drug_left,4-ethylamphetamine,drug_right,4-hydroxyamphetamine
venue_left,"uptown theater (kansas city, missouri)",venue_right,"fox theatre (st. louis, missouri)"
race_left,matron stakes (australia),race_right,matriarch stakes (australia)
drug_left,ro48-8684,drug_right,ro 04-6790
magazine_left,candis magazine,magazine_right,sugar magazine
amphibian_left,mantidactylus betsileanus,amphibian_right,mantidactylus eiselti
footballmatch_left,2001 fa cup final,footballmatch_right,2011 j.league cup final
motorsportseason_left,1991 all japan sports prototype car endurance championship season,motorsportseason_right,1989 all japan sports prototype car endurance championship
ncaateamseason_left,1957 alabama crimson tide football team,ncaateamseason_right,1895 alabama crimson white football team
nationalfootballleagueseason_left,1923 canton bulldogs season,nationalfootballleagueseason_right,1905 canton athletic club season
soccerclubseason_left,2002 australia national football team season,soccerclubseason_right,2008 australia national soccer team season
shoppingmall_left,"crossroads center (waterloo, ia)",shoppingmall_right,"crossroads center (waterloo, iowa)"
railwayline_left,"line 1, guangzhou metro",railwayline_right,"line 4, shenzhen metro"
reptile_left,side-striped chameleon,reptile_right,side-striped chameleon
museum_left,"national museum, new delhi",museum_right,sanskriti kendra museum
artwork_left,in the loge,artwork_right,in the loge
race_left,south african derby,race_right,south australian derby
drug_left,ro10-5824,drug_right,sb-258585
race_left,world university cycling championship,race_right,uci track cycling world cup
wrestler_left,steve bradley,wrestler_right,jay bradley
sportfacility_left,shahid bahonar stadium,sportfacility_right,rasmee dhandu stadium
ethnicgroup_left,yugur people,ethnicgroup_right,yugur
christianbishop_left,patriarch joannicius i of constantinople,christianbishop_right,joannicius ii of constantinople
ncaateamseason_left,2007 northern iowa panthers football team,ncaateamseason_right,2011 fiu golden panthers football team
memberofparliament_left,david griffiths (politician),memberofparliament_right,david watkins (uk politician)
basketballteam_left,cs otopeni (basketball),basketballteam_right,cs otopeni (basketball)
soccerleague_left,third macedonian football league,soccerleague_right,macedonian third football league
basketballteam_left,kk korab,basketballteam_right,kk krka
drug_left,3-methoxyamphetamine,drug_right,4-fluoro-n-methylamphetamine
railwayline_left,"line 2, hangzhou metro",railwayline_right,"line 2, shenzhen metro"
magazine_left,sports illustrated,magazine_right,sportsnet magazine
politicalparty_left,green party taiwan,politicalparty_right,green party (taiwan)
footballmatch_left,1982 fifa world cup final,footballmatch_right,west germany v france (1982 fifa world cup)
ncaateamseason_left,1900 alabama crimson tide football team,ncaateamseason_right,1906 alabama crimson white football team
device_left,mark 18 torpedo,device_right,mark 18 torpedo
artwork_left,crucifixion (modena),artwork_right,the crucifixion with the virgin and st john (hendrick ter brugghen)
song_left,zindagi ek safar hai suhana,song_right,deshon ka sartaj bharat
rugbyleague_left,women's rugby world cup,rugbyleague_right,national women's rugby championship
footballleagueseason_left,2002 swedish football division 3,footballleagueseason_right,2004 swedish football division 3
railwayline_left,"line 2, hangzhou metro",railwayline_right,"line 1, shenzhen metro"
historicbuilding_left,"st john the baptist's church, bretherton",historicbuilding_right,"st john the baptist church, bromsgrove"
case_left,ford motor company v. national labor relations board,case_right,ford motor co. v. nlrb
song_left,catfish (song),song_right,catfish (bob dylan song)
soccerleague_left,caledonian amateur football league,soccerleague_right,kingdom caledonian amateur football association
drug_left,salvinorin a,drug_right,2-methoxymethyl salvinorin b
politicalparty_left,democratic progressive party (argentina),politicalparty_right,progressive democratic party (paraguay)
soccerleague_left,kenyan district league,soccerleague_right,kenyan provincial leagues
museum_left,museum of contemporary art (belgrade),museum_right,"military museum, belgrade"
song_left,the giant (song),song_right,giant (song)
artwork_left,madonna della vittoria,artwork_right,madonna of foligno
motorsportseason_left,1985 imsa gt championship season,motorsportseason_right,1985 imsa gt championship
artwork_left,last supper (perugino),artwork_right,the last supper (ghirlandaio)
unitofwork_left,united states v. davis,unitofwork_right,davis v. fec
legislature_left,council of states (south sudan),legislature_right,council of states of sudan
motorsportseason_left,2013 junior world rally championship season,motorsportseason_right,2013 junior world rally championship
historicbuilding_left,"first church of christ, scientist (tacoma, washington)",historicbuilding_right,"first church of christ, scientist (pittsburgh, pennsylvania)"
enzyme_left,deoxyhypusine monooxygenase,enzyme_right,4-hydroxybutyrate dehydrogenase
footballleagueseason_left,2012 mongolia premier league,footballleagueseason_right,2012 mongolian premier league
givenname_left,zbigniew,givenname_right,ziemowit
enzyme_left,1-deoxy-11beta-hydroxypentalenate dehydrogenase,enzyme_right,l-2-hydroxyglutarate dehydrogenase
politicalparty_left,pillars of truth,politicalparty_right,the pillars of truth
artwork_left,non-violence (sculpture),artwork_right,non violence
song_left,dreaming my dreams (the cranberries song),song_right,once upon a dream (sleeping beauty song)
artificialsatellite_left,kosmos 526,artificialsatellite_right,kosmos 605
device_left,120 mm krupp howitzer m1905,device_right,m1918 240 mm howitzer
venue_left,sala stadium,venue_right,sogdiana stadium
legislature_left,senate (democratic republic of the congo),legislature_right,senate of the democratic republic of the congo
venue_left,kamal muara stadium,venue_right,shahid rajai stadium
case_left,chicago board of trade v. united states,case_right,chicago board of trade v. christie grain & stock co.
sportsleague_left,ligue nationale de basket (lnb),sportsleague_right,ligue nationale de basket
tennistournament_left,2009 challenger banque nationale de granby,tennistournament_right,2013 challenger banque nationale de rimouski
nationalfootballleagueseason_left,1912 canton bulldogs season,nationalfootballleagueseason_right,1913 canton professionals season
footballmatch_left,2012 conference national play-off final,footballmatch_right,2011 conference premier play-off final
country_left,duchy of anhalt,country_right,anhalt
basketballteam_left,ionikos nikaias b.c.,basketballteam_right,as ionikos neas filadelfeias bc
naturalevent_left,2003 altai earthquake,naturalevent_right,2004 al hoceima earthquake
venue_left,lope de vega theatre (seville),venue_right,"lope de vega theater, madrid"
soccerleague_left,welsh premier women's football league,soccerleague_right,welsh premier league (women)
hospital_left,university college hospital galway,hospital_right,university hospital galway
tennistournament_left,2010 carisap tennis cup,tennistournament_right,2009 san benedetto tennis cup
clericaladministrativeregion_left,syro-malabar catholic diocese of thuckalay,clericaladministrativeregion_right,syro-malabar catholic eparchy of thuckalay
ethnicgroup_left,sri lankan tamils in india,ethnicgroup_right,sri lankan tamils
device_left,zastava m85,device_right,zastava m77 b1
motorsportseason_left,2009 gt4 european cup season,motorsportseason_right,2009 gt4 european cup
memberofparliament_left,david griffiths (politician),memberofparliament_right,david jones (welsh politician)
givenname_left,hannu (given name),givenname_right,haruna (given name)
televisionstation_left,kwbj-cd,televisionstation_right,kgjt-cd
device_left,bl 5-inch howitzer,device_right,bl 15 inch howitzer
tournament_left,1982 uefa european under-16 football championship,tournament_right,1982 uefa european under-16 championship
clericaladministrativeregion_left,roman catholic diocese of punta arenas,clericaladministrativeregion_right,roman catholic diocese of san juan de calama
stadium_left,york stadium,stadium_right,york lions stadium
soccertournament_left,2009 conmebol beach soccer championship,soccertournament_right,2013 conmebol beach soccer championship
tennistournament_left,2012 geneva open challenger,tennistournament_right,2011 challenger banque nationale de saguenay
